,Company,Product,TypeName,Inches,ScreenResolution,Cpu,Ram,Memory,Gpu,OpSys,Weight,Price_euros,photo_url
802,Lenovo,Yoga 510-15IKB,2 in 1 Convertible,15.6,Full HD / Touchscreen 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,256GB SSD,AMD Radeon R7 M460,Windows 10,2.08kg,959.0,https://dustinweb.azureedge.net/image/249985/400/320/lenovo-legion-y520-gtx-1050-ti.jpg
803,Apple,"MacBook 12""",Ultrabook,12.0,IPS Panel Retina Display 2304x1440,Intel Core M 1.2GHz,8GB,512GB Flash Storage,Intel HD Graphics 5300,Mac OS X,0.920kg,1165.0,http://lab-kuzniewski.pl/wp-content/uploads/2018/08/lenovo-laptop-thinkpad-x1-extreme-hero.png
804,Lenovo,ThinkPad X1,2 in 1 Convertible,14.0,IPS Panel Touchscreen 2560x1440,Intel Core i5 7200U 2.5GHz,8GB,256GB SSD,Intel HD Graphics 620,Windows 10,1.42kg,2330.0,https://www.pclaptops.com/uploads/sm5newsite643792114.png
805,Asus,R417NA-RS01 (N3350/4GB/32GB/W10),Notebook,14.0,1366x768,Intel Celeron Dual Core N3350 1.1GHz,4GB,32GB Flash Storage,Intel HD Graphics 500,Windows 10,1.63kg,299.0,https://www.jbhifi.com.au/FileLibrary/ProductResources/Images/255878-L-LO.jpg
806,Dell,Latitude 3580,Notebook,15.6,1366x768,Intel Core i5 7200U 2.5GHz,8GB,128GB SSD,Intel HD Graphics 620,Windows 10,1.95kg,810.0,https://www.notebook.hu/notebook.hu/default/cache/images/product/800_600/y/o/yoga260_1.jpg
807,Lenovo,Yoga 910-13IKB,2 in 1 Convertible,13.9,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i7 7500U 2.7GHz,8GB,256GB SSD,Intel HD Graphics 620,Windows 10,1.38kg,1349.0,https://www.notebookcheck.net/uploads/tx_jppageteaser/Toshiba_updates_the_Satellite_P_Series_with_Haswell_processors_and_NVIDIA_discrete_graphics_01.jpg
808,Dell,Vostro 5568,Notebook,15.6,Full HD 1920x1080,Intel Core i3 6006U 2GHz,8GB,256GB SSD,AMD Radeon R5 M420X,Windows 10,2kg,739.0,http://lab-kuzniewski.pl/wp-content/uploads/2018/08/lenovo-laptop-thinkpad-x1-extreme-hero.png
809,HP,ZBook 17,Workstation,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8GB,256GB SSD,Nvidia Quadro M2200,Windows 10,3.14kg,2064.9,https://static-ecpa.acer.com/media/catalog/product/cache/7/small_image/300x/17f82f742ffe127f42dca9de82fb58b1/p/r/predator-helios300-ph317-51_main.png
810,Asus,Pro P2540UA-XS51,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,256GB SSD,Intel HD Graphics 620,Windows 10,2.37kg,1099.0,https://www.notebookcheck.net/uploads/tx_jppageteaser/Toshiba_updates_the_Satellite_P_Series_with_Haswell_processors_and_NVIDIA_discrete_graphics_01.jpg
811,Dell,XPS 13,Ultrabook,13.3,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,256GB SSD,Intel HD Graphics 620,Windows 10,1.29kg,1499.0,https://www.notebookcheck.net/uploads/tx_jppageteaser/Toshiba_updates_the_Satellite_P_Series_with_Haswell_processors_and_NVIDIA_discrete_graphics_01.jpg
812,Dell,XPS 15,Notebook,15.6,4K Ultra HD / Touchscreen 3840x2160,Intel Core i5 7300HQ 2.5GHz,8GB,256GB SSD,Nvidia GeForce GTX 1050,Windows 10,2.06kg,1749.0,https://www.notebook.hu/notebook.hu/default/cache/images/product/800_600/y/o/yoga260_1.jpg
813,Dell,Latitude 3180,Netbook,11.6,1366x768,Intel Pentium Quad Core N4200 1.1GHz,4GB,128GB SSD,Intel HD Graphics 505,Windows 10,1.63kg,744.0,https://www.notebookcheck.net/uploads/tx_jppageteaser/Toshiba_updates_the_Satellite_P_Series_with_Haswell_processors_and_NVIDIA_discrete_graphics_01.jpg
814,HP,EliteBook 820,Netbook,12.5,1366x768,Intel Core i5 7300U 2.6GHz,8GB,256GB SSD,Intel HD Graphics 620,Windows 10,1.26kg,1389.0,https://static-ecpa.acer.com/media/catalog/product/cache/7/small_image/300x/17f82f742ffe127f42dca9de82fb58b1/p/r/predator-helios300-ph317-51_main.png
815,Toshiba,Satellite Pro,Notebook,15.6,1366x768,Intel Core i5 6200U 2.3GHz,4GB,500GB HDD,Intel HD Graphics 520,Windows 10,2.1kg,780.0,https://dustinweb.azureedge.net/image/249985/400/320/lenovo-legion-y520-gtx-1050-ti.jpg
816,HP,15-ba043na (A12-9700P/8GB/2TB/W10),Notebook,15.6,1366x768,AMD A12-Series 9700P 2.5GHz,8GB,2TB HDD,AMD Radeon R7 Graphics,Windows 10,2.04kg,629.0,https://www.notebook.hu/notebook.hu/default/cache/images/product/800_600/y/o/yoga260_1.jpg
817,Dell,Inspiron 7567,Gaming,15.6,4K Ultra HD 3840x2160,Intel Core i7 7700HQ 2.8GHz,16GB,512GB SSD,Nvidia GeForce GTX 1050 Ti,Windows 10,2.62kg,1679.0,https://www.laptopoutlet.co.uk/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/5/4/5454_112.jpg
818,Lenovo,IdeaPad 310-15IKB,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,4GB,1TB HDD,Nvidia GeForce 920M,Windows 10,2.4kg,609.0,https://currys-ssl.cdn.dixons.com/css/themes/ucms/category/laptop/img/2018/Lenovo-3.png
819,HP,Omen 17-an012dx,Gaming,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,12GB,1TB HDD,AMD Radeon RX 580,Windows 10,3.74kg,1749.0,https://static-ecpa.acer.com/media/catalog/product/cache/7/small_image/300x/17f82f742ffe127f42dca9de82fb58b1/p/r/predator-helios300-ph317-51_main.png
820,MSI,GE72MVR 7RG,Gaming,17.3,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16GB,512GB SSD +  1TB HDD,Nvidia GeForce GTX 1070,Windows 10,2.9kg,2415.0,http://lab-kuzniewski.pl/wp-content/uploads/2018/08/lenovo-laptop-thinkpad-x1-extreme-hero.png
821,Samsung,Notebook 9,Ultrabook,13.3,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,256GB SSD,Intel HD Graphics 620,Windows 10,0.81kg,1499.0,https://www.notebook.hu/notebook.hu/default/cache/images/product/800_600/y/o/yoga260_1.jpg
822,Dell,Vostro 5568,Notebook,15.6,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8GB,1TB HDD,Nvidia GeForce GT 940MX,Windows 10,1.98kg,961.0,https://static-ecpa.acer.com/media/catalog/product/cache/7/small_image/300x/17f82f742ffe127f42dca9de82fb58b1/p/r/predator-helios300-ph317-51_main.png
823,Dell,Vostro 3568,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,256GB SSD,AMD Radeon R5 M420,Windows 10,2.18kg,789.81,https://static-ecpa.acer.com/media/catalog/product/cache/7/small_image/300x/17f82f742ffe127f42dca9de82fb58b1/p/r/predator-helios300-ph317-51_main.png
824,Lenovo,Thinkpad T470s,Ultrabook,14.0,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8GB,256GB SSD,Intel HD Graphics 620,Windows 10,1.32kg,1859.0,https://www.jbhifi.com.au/FileLibrary/ProductResources/Images/255878-L-LO.jpg
825,Razer,Blade Stealth,Ultrabook,12.5,IPS Panel 4K Ultra HD / Touchscreen 3840x2160,Intel Core i7 7500U 2.5GHz,16GB,512GB SSD,Intel HD Graphics 620,Windows 10,1.29kg,1799.0,https://www.jbhifi.com.au/FileLibrary/ProductResources/Images/255878-L-LO.jpg
826,HP,Chromebook 11,Netbook,11.6,1366x768,Intel Celeron Dual Core N3060 1.6GHz,4GB,16GB Flash Storage,Intel HD Graphics 400,Chrome OS,1.23kg,385.0,https://ssl-product-images.www8-hp.com/digmedialib/prodimg/lowres/c05975535.png
827,Dell,Alienware 17,Gaming,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16GB,128GB SSD +  1TB HDD,Nvidia GeForce GTX 1060,Windows 10,4.36kg,2505.02,http://lab-kuzniewski.pl/wp-content/uploads/2018/08/lenovo-laptop-thinkpad-x1-extreme-hero.png
828,Dell,Latitude 3480,Notebook,14.0,1366x768,Intel Core i5 6200U 2.3GHz,4GB,500GB HDD,Intel HD Graphics 520,Windows 10,1.76kg,755.0,https://www.laptopoutlet.co.uk/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/5/4/5454_112.jpg
829,Lenovo,V110-15ISK (i3-6006U/4GB/500GB/W10),Notebook,15.6,1366x768,Intel Core i3 6006U 2GHz,4GB,500GB HDD,Intel HD Graphics 520,Windows 10,2.1kg,489.9,https://currys-ssl.cdn.dixons.com/css/themes/ucms/category/laptop/img/2018/Lenovo-3.png
830,Toshiba,Tecra X40-D-10Z,Ultrabook,14.0,1366x768,Intel Core i5 7200U 2.5GHz,4GB,128GB SSD,Intel HD Graphics 620,Windows 10,1.25kg,1090.0,http://lab-kuzniewski.pl/wp-content/uploads/2018/08/lenovo-laptop-thinkpad-x1-extreme-hero.png
831,Lenovo,Thinkpad X1,Ultrabook,14.0,IPS Panel Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8GB,512GB SSD,Intel HD Graphics 620,Windows 10,1.13kg,2499.0,https://www.notebook.hu/notebook.hu/default/cache/images/product/800_600/y/o/yoga260_1.jpg
832,MSI,GL62M 7RD,Gaming,15.6,Full HD 1920x1080,Intel Core i5 7300HQ 2.5GHz,8GB,256GB SSD,Nvidia GeForce GTX 1050,Windows 10,2.4kg,1199.0,https://www.notebookcheck.net/uploads/tx_jppageteaser/Toshiba_updates_the_Satellite_P_Series_with_Haswell_processors_and_NVIDIA_discrete_graphics_01.jpg
833,Lenovo,ThinkPad X1,Ultrabook,14.0,IPS Panel Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,256GB Flash Storage,Intel HD Graphics 620,Windows 10,1.13kg,1875.0,https://www.jbhifi.com.au/FileLibrary/ProductResources/Images/255878-L-LO.jpg
834,Toshiba,Satellite Pro,Notebook,14.0,1366x768,Intel Pentium Dual Core 4405U 2.1GHz,4GB,128GB SSD,Intel HD Graphics 510,Windows 10,1.75kg,499.0,https://currys-ssl.cdn.dixons.com/css/themes/ucms/category/laptop/img/2018/Lenovo-3.png
835,Asus,ZenBook Flip,2 in 1 Convertible,13.3,Touchscreen / Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,256GB SSD,Intel HD Graphics 620,Windows 10,1.1kg,1358.0,https://www.notebook.hu/notebook.hu/default/cache/images/product/800_600/y/o/yoga260_1.jpg
836,Dell,Latitude 3480,Notebook,14.0,1366x768,Intel Core i3 6006U 2GHz,4GB,500GB HDD,Intel HD Graphics 520,Windows 10,1.76kg,585.0,https://currys-ssl.cdn.dixons.com/css/themes/ucms/category/laptop/img/2018/Lenovo-3.png
837,Acer,Chromebook 11,Netbook,11.6,IPS Panel 1366x768,Intel Celeron Dual Core N3060 1.6GHz,4GB,32GB Flash Storage,Intel HD Graphics 400,Chrome OS,1.35kg,355.0,https://currys-ssl.cdn.dixons.com/css/themes/ucms/category/laptop/img/2018/Lenovo-3.png
838,Acer,Swift 3,Notebook,14.0,IPS Panel Full HD 1920x1080,Intel Core i3 7100U 2.4GHz,8GB,128GB SSD,Intel HD Graphics 620,Windows 10,1.5kg,619.0,https://currys-ssl.cdn.dixons.com/css/themes/ucms/category/laptop/img/2018/Lenovo-3.png
839,Razer,Blade Pro,Gaming,17.3,4K Ultra HD / Touchscreen 3840x2160,Intel Core i7 7820HK 2.9GHz,32GB,512GB SSD,Nvidia GeForce GTX 1080,Windows 10,3.49kg,5499.0,https://www.notebookcheck.net/uploads/tx_jppageteaser/Toshiba_updates_the_Satellite_P_Series_with_Haswell_processors_and_NVIDIA_discrete_graphics_01.jpg
840,Lenovo,Thinkpad X1,Ultrabook,14.0,IPS Panel Quad HD+ 2560x1440,Intel Core i7 6600U 2.6GHz,16GB,512GB SSD,Intel HD Graphics 520,Windows 10,1.1kg,2099.0,https://www.notebook.hu/notebook.hu/default/cache/images/product/800_600/y/o/yoga260_1.jpg
841,Asus,VivoBook Max,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,4GB,1TB HDD,Nvidia GeForce 920,Linux,2.1kg,519.0,https://www.notebookcheck.net/uploads/tx_jppageteaser/Toshiba_updates_the_Satellite_P_Series_with_Haswell_processors_and_NVIDIA_discrete_graphics_01.jpg
842,Lenovo,Thinkpad T460,Notebook,14.0,Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,8GB,256GB SSD,Intel HD Graphics 520,Windows 10,1.7kg,1186.0,https://www.notebookcheck.net/uploads/tx_jppageteaser/Toshiba_updates_the_Satellite_P_Series_with_Haswell_processors_and_NVIDIA_discrete_graphics_01.jpg
843,Lenovo,ThinkPad T470s,Notebook,14.0,IPS Panel Full HD 1920x1080,Intel Core i5 7300U 2.6GHz,8GB,256GB SSD,Intel HD Graphics 620,Windows 10,1.32kg,1650.0,https://ssl-product-images.www8-hp.com/digmedialib/prodimg/lowres/c05975535.png
844,Dell,Alienware 15,Gaming,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16GB,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1070,Windows 10,3.21kg,2774.63,https://www.notebookcheck.net/uploads/tx_jppageteaser/Toshiba_updates_the_Satellite_P_Series_with_Haswell_processors_and_NVIDIA_discrete_graphics_01.jpg
845,Asus,Rog GL702VS-BA023T,Gaming,17.3,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16GB,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1070,Windows 10,2.9kg,2419.0,https://static-ecpa.acer.com/media/catalog/product/cache/7/small_image/300x/17f82f742ffe127f42dca9de82fb58b1/p/r/predator-helios300-ph317-51_main.png
846,Toshiba,Satellite Pro,Notebook,15.6,1366x768,Intel Core i3 7100U 2.4GHz,4GB,500GB HDD,Intel HD Graphics 620,Windows 10,2.0kg,669.0,https://www.notebook.hu/notebook.hu/default/cache/images/product/800_600/y/o/yoga260_1.jpg
847,Lenovo,N42-20 Chromebook,Notebook,14.0,1366x768,Intel Celeron Quad Core N3160 1.6GHz,4GB,16GB Flash Storage,Intel HD Graphics 400,Chrome OS,1.5kg,325.0,https://dustinweb.azureedge.net/image/249985/400/320/lenovo-legion-y520-gtx-1050-ti.jpg
848,Asus,R558UA-DM966T (i5-7200U/8GB/128GB/FHD/W10),Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,128GB HDD,Intel HD Graphics 620,Windows 10,2.3kg,590.0,https://cf5.s3.souqcdn.com/item/2018/01/24/30/11/18/52/item_XL_30111852_93853569.jpg
849,Asus,Rog GL702VM-GC017T,Gaming,17.3,Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,16GB,512GB SSD +  1TB HDD,Nvidia GeForce GTX 1060,Windows 10,2.73kg,1799.0,https://www.jbhifi.com.au/FileLibrary/ProductResources/Images/255878-L-LO.jpg
851,Dell,Alienware 17,Gaming,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,32GB,512GB SSD +  1TB HDD,Nvidia GeForce GTX 1070,Windows 10,4.42kg,3072.89,https://cf5.s3.souqcdn.com/item/2018/01/24/30/11/18/52/item_XL_30111852_93853569.jpg
852,HP,ProBook 470,Notebook,17.3,1600x900,Intel Core i5 7200U 2.5GHz,8GB,1TB HDD,Nvidia GeForce 930MX,Windows 10,2.63kg,910.0,http://lab-kuzniewski.pl/wp-content/uploads/2018/08/lenovo-laptop-thinkpad-x1-extreme-hero.png
853,Dell,Vostro 3568,Notebook,15.6,1366x768,Intel Core i5 7200U 2.5GHz,8GB,128GB SSD,Intel HD Graphics 620,Windows 10,2.18kg,713.99,http://lab-kuzniewski.pl/wp-content/uploads/2018/08/lenovo-laptop-thinkpad-x1-extreme-hero.png
854,HP,EliteBook 840,Ultrabook,14.0,Full HD 1920x1080,Intel Core i7 6500U 2.5GHz,8GB,512GB SSD,Intel HD Graphics 520,Windows 7,1.54kg,1870.0,https://www.pclaptops.com/uploads/sm5newsite643792114.png
855,Dell,Vostro 3568,Notebook,15.6,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,4GB,256GB SSD,AMD Radeon R5 M420,Windows 10,2.18kg,739.0,https://dustinweb.azureedge.net/image/249985/400/320/lenovo-legion-y520-gtx-1050-ti.jpg
856,HP,Chromebook X360,2 in 1 Convertible,11.6,Touchscreen 1366x768,Intel Celeron Dual Core N3350 1.1GHz,4GB,32GB Flash Storage,Intel HD Graphics 500,Chrome OS,1.4kg,615.0,https://static-ecpa.acer.com/media/catalog/product/cache/7/small_image/300x/17f82f742ffe127f42dca9de82fb58b1/p/r/predator-helios300-ph317-51_main.png
857,Asus,ZenBook UX310UQ-GL026T,Ultrabook,13.3,IPS Panel Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,8GB,512GB SSD,Nvidia GeForce 940M,Windows 10,1.45kg,1026.0,https://ssl-product-images.www8-hp.com/digmedialib/prodimg/lowres/c05975535.png
858,HP,EliteBook x360,2 in 1 Convertible,13.3,Full HD / Touchscreen 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,256GB SSD,Intel HD Graphics 620,Windows 10,1.28kg,2277.0,https://ssl-product-images.www8-hp.com/digmedialib/prodimg/lowres/c05975535.png
859,HP,EliteBook 840,Ultrabook,14.0,Full HD 1920x1080,Intel Core i7 6500U 2.5GHz,8GB,512GB SSD,Intel HD Graphics 520,Windows 10,1.54kg,1468.0,https://static-ecpa.acer.com/media/catalog/product/cache/7/small_image/300x/17f82f742ffe127f42dca9de82fb58b1/p/r/predator-helios300-ph317-51_main.png
860,HP,250 G6,Notebook,15.6,1366x768,Intel Celeron Dual Core N3060 1.6GHz,4GB,128GB SSD,Intel HD Graphics 400,No OS,1.86kg,299.0,https://dustinweb.azureedge.net/image/249985/400/320/lenovo-legion-y520-gtx-1050-ti.jpg
862,Asus,Rog GL502VM-DS74,Gaming,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16GB,128GB SSD +  1TB HDD,Nvidia GeForce GTX 1060,Windows 10,2.1kg,1899.0,https://cf5.s3.souqcdn.com/item/2018/01/24/30/11/18/52/item_XL_30111852_93853569.jpg
863,Dell,Inspiron 5767,Notebook,17.3,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8GB,1TB HDD,AMD Radeon R7 M445,Linux,2.83kg,865.0,https://ssl-product-images.www8-hp.com/digmedialib/prodimg/lowres/c05975535.png
864,Lenovo,ThinkPad T470p,Ultrabook,14.0,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8GB,256GB SSD,Nvidia GeForce GT 940MX,Windows 10,1.96kg,1903.0,https://www.notebookcheck.net/uploads/tx_jppageteaser/Toshiba_updates_the_Satellite_P_Series_with_Haswell_processors_and_NVIDIA_discrete_graphics_01.jpg
865,Asus,K556UR-DM621T (i7-7500U/8GB/256GB/GeForce,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8GB,256GB SSD,Nvidia GeForce GTX 930MX,Windows 10,2.3kg,787.0,https://www.jbhifi.com.au/FileLibrary/ProductResources/Images/255878-L-LO.jpg
866,Dell,Latitude 5580,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,128GB SSD,Intel HD Graphics 620,Windows 10,1.9kg,945.0,https://ssl-product-images.www8-hp.com/digmedialib/prodimg/lowres/c05975535.png
867,Asus,X541NA (N4200/4GB/1TB/W10),Notebook,15.6,1366x768,Intel Pentium Quad Core N4200 1.1GHz,4GB,1TB HDD,Intel HD Graphics 505,Windows 10,2kg,449.0,https://www.laptopoutlet.co.uk/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/5/4/5454_112.jpg
868,HP,EliteBook x360,2 in 1 Convertible,13.3,Full HD / Touchscreen 1920x1080,Intel Core i7 7600U 2.8GHz,8GB,256GB SSD,Intel HD Graphics 620,Windows 10,1.28kg,2559.0,http://lab-kuzniewski.pl/wp-content/uploads/2018/08/lenovo-laptop-thinkpad-x1-extreme-hero.png
869,Dell,Inspiron 5368,Notebook,13.3,Full HD / Touchscreen 1920x1080,Intel Core i5 6200U 2.3GHz,8GB,1TB HDD,Intel HD Graphics 520,Windows 10,1.62kg,649.0,http://lab-kuzniewski.pl/wp-content/uploads/2018/08/lenovo-laptop-thinkpad-x1-extreme-hero.png
870,Lenovo,IdeaPad 110-15ISK,Notebook,15.6,Full HD 1920x1080,Intel Core i3 6006U 2.0GHz,4GB,1TB HDD,Intel HD Graphics 520,No OS,2.2kg,469.0,https://www.laptopoutlet.co.uk/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/5/4/5454_112.jpg
871,Lenovo,ThinkPad E570,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,1TB HDD,Intel HD Graphics 620,Windows 10,2.3kg,850.66,https://static-ecpa.acer.com/media/catalog/product/cache/7/small_image/300x/17f82f742ffe127f42dca9de82fb58b1/p/r/predator-helios300-ph317-51_main.png
872,HP,EliteBook 850,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7300U 2.6GHz,8GB,256GB SSD,AMD Radeon R7 M465,Windows 10,1.84kg,1349.0,https://www.notebook.hu/notebook.hu/default/cache/images/product/800_600/y/o/yoga260_1.jpg
873,Toshiba,Portege X30-D-10X,Notebook,13.3,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,4GB,128GB SSD,Intel HD Graphics 620,Windows 10,1.05kg,1285.0,https://static-ecpa.acer.com/media/catalog/product/cache/7/small_image/300x/17f82f742ffe127f42dca9de82fb58b1/p/r/predator-helios300-ph317-51_main.png
874,Lenovo,Legion Y520-15IKBN,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel Core i5 7300HQ 2.5GHz,8GB,1TB HDD,Nvidia GeForce GTX 1050,No OS,2.5kg,1017.0,http://lab-kuzniewski.pl/wp-content/uploads/2018/08/lenovo-laptop-thinkpad-x1-extreme-hero.png
875,Dell,XPS 13,Ultrabook,13.3,Quad HD+ / Touchscreen 3200x1800,Intel Core i7 7660U 2.5GHz,16GB,512GB SSD,Intel Iris Plus Graphics 640,Windows 10,1.29kg,2240.0,https://ssl-product-images.www8-hp.com/digmedialib/prodimg/lowres/c05975535.png
876,HP,Probook 450,Notebook,15.6,Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,4GB,500GB HDD,Intel HD Graphics 520,Windows 10,2.07kg,910.0,https://www.laptopoutlet.co.uk/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/5/4/5454_112.jpg
877,Toshiba,Portégé Z30-C-188,Ultrabook,13.3,1366x768,Intel Core i5 6200U 2.3GHz,8GB,256GB SSD,Intel HD Graphics 520,Windows 10,1.2kg,1095.0,https://www.notebookcheck.net/uploads/tx_jppageteaser/Toshiba_updates_the_Satellite_P_Series_with_Haswell_processors_and_NVIDIA_discrete_graphics_01.jpg
878,Lenovo,ThinkPad Yoga,2 in 1 Convertible,13.3,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i7 7500U 2.7GHz,8GB,256GB SSD,Intel HD Graphics 620,Windows 10,1.37kg,1950.0,https://ssl-product-images.www8-hp.com/digmedialib/prodimg/lowres/c05975535.png
879,Acer,TMX349-G2-M-50FS (i5-7200U/8GB/256GB/FHD/W10),Notebook,14.0,IPS Panel Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,256GB SSD,Intel HD Graphics 620,Windows 10,1.56kg,902.0,https://www.pclaptops.com/uploads/sm5newsite643792114.png
880,Dell,Precision 3520,Workstation,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8GB,1TB HDD,Nvidia Quadro M620,Windows 10,2.23kg,1778.0,http://lab-kuzniewski.pl/wp-content/uploads/2018/08/lenovo-laptop-thinkpad-x1-extreme-hero.png
881,Lenovo,ThinkPad L570,Notebook,15.6,1366x768,Intel Core i5 7200U 2.5GHz,4GB,500GB HDD,Intel HD Graphics 620,Windows 10,2.38kg,1055.0,https://static-ecpa.acer.com/media/catalog/product/cache/7/small_image/300x/17f82f742ffe127f42dca9de82fb58b1/p/r/predator-helios300-ph317-51_main.png
882,Lenovo,IdeaPad 110-15ISK,Notebook,15.6,Full HD 1920x1080,Intel Core i3 6006U 2GHz,4GB,1TB HDD,AMD Radeon R5 M430,No OS,2.2kg,479.0,http://lab-kuzniewski.pl/wp-content/uploads/2018/08/lenovo-laptop-thinkpad-x1-extreme-hero.png
883,Toshiba,Tecra A50-D-11D,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8GB,256GB SSD,Intel HD Graphics 620,Windows 10,2.0kg,1388.0,https://www.laptopoutlet.co.uk/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/5/4/5454_112.jpg
884,Lenovo,Thinkpad 13,Notebook,13.3,IPS Panel Full HD 1920x1080,Intel Core i3 7100U 2.4GHz,4GB,180GB SSD,Intel HD Graphics 620,Windows 10,1.44kg,735.0,https://www.laptopoutlet.co.uk/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/5/4/5454_112.jpg
885,Samsung,Notebook 9,Ultrabook,15.0,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,16GB,256GB SSD,Nvidia GeForce 940MX,Windows 10,1.23kg,1849.0,https://www.laptopoutlet.co.uk/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/5/4/5454_112.jpg
886,Dell,Latitude 7280,Ultrabook,12.5,Full HD 1920x1080,Intel Core i7 7600U 2.8GHz,8GB,256GB SSD,Intel HD Graphics 620,Windows 10,1.6kg,1690.0,https://static-ecpa.acer.com/media/catalog/product/cache/7/small_image/300x/17f82f742ffe127f42dca9de82fb58b1/p/r/predator-helios300-ph317-51_main.png
887,Asus,X541NA-GO121 (N4200/4GB/1TB/Linux),Notebook,15.6,1366x768,Intel Pentium Quad Core N4200 1.1GHz,4GB,1TB HDD,Intel HD Graphics 505,Linux,2kg,398.99,https://ssl-product-images.www8-hp.com/digmedialib/prodimg/lowres/c05975535.png
888,Xiaomi,Mi Notebook,Ultrabook,13.3,IPS Panel Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,8GB,256GB SSD,Nvidia GeForce 940MX,Windows 10,1.28kg,935.0,https://static-ecpa.acer.com/media/catalog/product/cache/7/small_image/300x/17f82f742ffe127f42dca9de82fb58b1/p/r/predator-helios300-ph317-51_main.png
889,Dell,Vostro 5568,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,4GB,128GB SSD +  1TB HDD,Nvidia GeForce 940MX,Windows 10,2.18kg,912.5,https://currys-ssl.cdn.dixons.com/css/themes/ucms/category/laptop/img/2018/Lenovo-3.png
890,HP,ProBook 450,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,4GB,256GB SSD,Intel HD Graphics 620,Windows 10,2.04kg,839.0,https://www.notebookcheck.net/uploads/tx_jppageteaser/Toshiba_updates_the_Satellite_P_Series_with_Haswell_processors_and_NVIDIA_discrete_graphics_01.jpg
